DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,"9,975",0,69,"11,226"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"2,299",0,16,"2,746"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,664,0,8,"1,316"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,665,0,5,838
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,"4,614",0,28,"4,683"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,"3,803",0,28,"4,683"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,"3,177",0,20,"3,555"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,2/1/2008,2008,2008H1,2008Q1,200802,"1,188",0,10,"1,499"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"7,167",0,51,"8,268"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,930,0,9,"1,478"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"8,049",0,54,"9,130"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,"1,121",0,9,"1,404"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"4,336",0,26,"4,761"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"4,628",0,29,"5,167"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,11/1/2009,2009,2009H2,2009Q4,200911,513,0,5,780
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,2/1/2007,2007,2007H1,2007Q1,200702,399,0,6,"1,025"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,"1,737",0,16,"2,652"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,"1,195",0,12,"1,994"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,241,0,8,"1,358"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"4,258",0,26,"4,553"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,182,0,1,182
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,"3,945",0,23,"3,998"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"1,709",0,11,"1,938"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,2/1/2007,2007,2007H1,2007Q1,200702,"1,274",0,8,"1,392"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,"1,674",0,11,"1,726"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"7,193",0,48,"7,859"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"4,051",0,30,"5,160"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"4,104",0,25,"4,516"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"4,061",0,25,"4,411"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,767,0,8,"1,316"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,469,0,3,496
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"1,942",0,12,"2,175"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"4,422",0,44,"6,356"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,"5,598",0,37,"6,511"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,11/1/2010,2010,2010H2,2010Q4,201011,779,0,5,938
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"3,711",0,28,"5,029"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,"1,014",0,10,"1,474"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,406,0,5,885
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,"6,089",0,43,"6,776"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,"4,139",0,28,"4,355"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,729,0,4,729
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,"2,286",0,18,"3,152"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,345,0,4,695
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,855,0,10,"1,474"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,655,0,5,890
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,3/1/2007,2007,2007H1,2007Q1,200703,"1,380",0,14,"2,383"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,"4,066",0,37,"5,866"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,"4,118",0,33,"5,330"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,"7,362",0,58,"9,350"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,651,0,6,"1,015"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"7,782",0,54,"9,124"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"2,945",0,25,"4,458"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,11/1/2009,2009,2009H2,2009Q4,200911,395,0,5,780
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,51,"3,100",5,671
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"1,545",0,12,"2,175"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"3,749",0,25,"4,253"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,0,0,1,189
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,730,0,6,"1,008"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,"1,046",0,14,"2,334"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,"8,495",0,58,"9,400"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,828,0,10,"1,683"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,647,0,6,"1,015"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,"10,129",0,69,"11,226"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,10/1/2008,2008,2008H2,2008Q4,200810,"4,024",0,31,"5,120"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"4,374",0,27,"4,742"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,712,0,5,885
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"1,161",0,9,"1,585"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,5/1/2007,2007,2007H1,2007Q2,200705,"1,607",0,18,"2,801"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,"1,097",0,9,"1,444"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,"1,040",0,18,"3,152"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"4,250",0,26,"4,663"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"4,130",0,25,"4,414"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,145,0,1,156
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,"2,074",0,13,"2,298"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,5/1/2012,2012,2012H1,2012Q2,201205,216,0,2,300
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,"1,660",0,15,"2,284"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,3/1/2007,2007,2007H1,2007Q1,200703,"2,172",0,14,"2,396"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,"4,006",0,33,"5,330"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,"6,197",0,46,"7,263"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,"2,144",0,16,"2,726"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,783,0,9,"1,514"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,"1,303",0,10,"1,780"
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,771,0,5,886
Monastir,Commercial,Monastir,,Tunesia,Outgoing,Non Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,656,0,4,708
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,"1,495",0,13,"2,298"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,"1,124",0,9,"1,478"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"1,861",0,16,"2,764"
Monastir,Commercial,Monastir,,Tunesia,Incoming,Non Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,255,0,4,708
Montbelliard/Courcelles,Commercial,Montbelliard,,France,Incoming,Non Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,0,0,1,0
Montbelliard/Courcelles,Commercial,Montbelliard,,France,Outgoing,Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,0,0,1,0
Monterrey,Commercial,Monterrey,,Mexico,Incoming,Non Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,170,0,1,194
Montpellier,Commercial,Montpellier,,France,Outgoing,Non Scheduled,3/1/2011,2011,2011H1,2011Q1,201103,164,0,1,180
Montpellier,Commercial,Montpellier,,France,Incoming,Non Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,121,0,1,121
Montpellier,Commercial,Montpellier,,France,Incoming,Non Scheduled,3/1/2011,2011,2011H1,2011Q1,201103,166,0,1,180
Montpellier,Commercial,Montpellier,,France,Outgoing,Non Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,122,0,1,122
Montreal/Dorval,Commercial,Montreal,,Canada,Outgoing,Non Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,0,0,1,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,0,0,3,438
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,0,0,1,156
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,0,0,1,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,112,0,1,112
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,581,0,3,630
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"2,815",0,30,"4,570"
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"2,722",0,43,"4,915"
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,"3,512",0,42,"5,703"
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,0,0,2,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,"2,680",0,32,"4,212"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,0,0,1,162
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,0,0,1,132
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,169,0,1,183
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,245,0,4,366
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,0,0,2,0
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"6,690","55,133",86,"11,055"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"6,387","50,707",81,"10,999"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,"7,369","18,410",83,"11,391"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,"4,493",0,60,"8,270"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,"4,859",0,62,"7,530"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,"4,298",0,56,"6,965"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,5/1/2012,2012,2012H1,2012Q2,201205,"5,624","15,408",62,"9,046"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,"6,512","3,266",83,"11,391"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,"3,356",0,63,"8,282"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,"5,429",0,62,"7,181"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"2,538",0,41,"4,488"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,"1,474",0,28,"3,368"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"4,895",0,60,"7,673"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"5,332",0,62,"7,432"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"4,579",0,60,"7,191"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"5,662",0,62,"7,746"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"5,845",0,62,"8,055"
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,181,0,3,480
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,0,"2,459",1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,0,"7,731",5,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,0,0,1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,106,0,1,120
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,0,"3,039",2,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,0,"3,408",2,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,250,0,2,250
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,0,"2,954",1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,0,"1,790",1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,35,0,2,162
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,0,0,1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,0,0,1,180
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,183,0,1,186
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,0,"1,790",1,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,184,"2,405",1,185
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,368,0,6,830
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,283,0,2,300
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,"2,880",0,32,"4,212"
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,"1,649",0,28,"3,398"
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,"2,034",0,28,"3,786"
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,0,0,3,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"3,194",0,44,"5,037"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,0,0,5,678
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,0,0,1,0
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,2/1/2012,2012,2012H1,2012Q1,201202,"3,915","15,173",47,"6,258"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,"6,374","49,805",80,"10,958"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,2/1/2011,2011,2011H1,2011Q1,201102,"4,178","19,867",58,"7,346"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"2,775",0,34,"3,984"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,"3,766",0,59,"7,501"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"4,559",0,62,"7,673"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"4,564",0,62,"7,191"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"5,482",0,62,"7,758"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"7,453","3,447",89,"11,502"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,12/1/2011,2011,2011H2,2011Q4,201112,"6,727","4,052",81,"10,673"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,"4,731",0,60,"6,816"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,"3,955",0,65,"9,448"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,"4,798",0,62,"8,024"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,"4,465",0,57,"7,039"
Moscow/Sheremetyevo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"5,220",0,62,"7,758"
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,0,"2,185",1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,2/1/2008,2008,2008H1,2008Q1,200802,0,0,1,112
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,259,"6,198",6,260
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,0,0,1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,2/1/2008,2008,2008H1,2008Q1,200802,0,0,1,112
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,0,0,1,0
Moscow/Vnukovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,126,0,1,140
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,99,0,2,211
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,0,0,5,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,110,0,2,224
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Outgoing,Scheduled,11/1/2009,2009,2009H2,2009Q4,200911,0,0,3,0
Moscow/Domodedovo,Commercial,Moscow,Russia UU,Russia,Incoming,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"3,054",0,30,"4,570"
